date;value
2019/02/09 05:00:00;101
2019/02/09 06:00:00;101
2019/02/09 07:00:00;101
2019/02/09 08:00:00;100
2019/02/09 09:00:00;100
2019/02/09 10:00:00;100
2019/02/09 11:00:00;209
2019/02/09 12:00:00;236
2019/02/09 13:00:00;456
2019/02/09 14:00:00;123
2019/02/09 15:00:00;718
2019/02/09 16:00:00;884
2019/02/09 17:00:00;1124
2019/02/09 18:00:00;223
2019/02/09 19:00:00;161
2019/02/09 20:00:00;188
2019/02/09 21:00:00;398
2019/02/09 22:00:00;282
2019/02/09 23:00:00;1130
2019/02/10 00:00:00;586
2019/02/10 01:00:00;102
2019/02/10 02:00:00;99
2019/02/10 03:00:00;98
2019/02/10 04:00:00;98
2019/02/10 05:00:00;98
2019/02/10 06:00:00;97
2019/02/10 07:00:00;98
2019/02/10 08:00:00;150
2019/02/10 09:00:00;109
2019/02/10 10:00:00;147
2019/02/10 11:00:00;169
2019/02/10 12:00:00;80
2019/02/10 13:00:00;79
2019/02/10 14:00:00;100
2019/02/10 15:00:00;159
2019/02/10 16:00:00;147
2019/02/10 17:00:00;721
2019/02/10 18:00:00;931
2019/02/10 19:00:00;318
2019/02/10 20:00:00;207
2019/02/10 21:00:00;186
2019/02/10 22:00:00;137
2019/02/10 23:00:00;1037
2019/02/11 00:00:00;449
2019/02/11 01:00:00;1018
2019/02/11 02:00:00;887
2019/02/11 03:00:00;920
2019/02/11 04:00:00;927
2019/02/11 05:00:00;861
2019/02/11 06:00:00;1158
2019/02/11 07:00:00;154
2019/02/11 08:00:00;173
2019/02/11 09:00:00;132
2019/02/11 10:00:00;131
2019/02/11 11:00:00;132
2019/02/11 12:00:00;132
2019/02/11 13:00:00;132
2019/02/11 14:00:00;132
2019/02/11 15:00:00;133
2019/02/11 16:00:00;133
2019/02/11 17:00:00;132
2019/02/11 18:00:00;133
2019/02/11 19:00:00;134
2019/02/11 20:00:00;143
2019/02/11 21:00:00;146
2019/02/11 22:00:00;1767
2019/02/11 23:00:00;1276
2019/02/12 00:00:00;447
2019/02/12 01:00:00;638
2019/02/12 02:00:00;886
2019/02/12 03:00:00;884
2019/02/12 04:00:00;866
2019/02/12 05:00:00;831
2019/02/12 06:00:00;884
2019/02/12 07:00:00;929
2019/02/12 08:00:00;902
2019/02/12 09:00:00;837
2019/02/12 10:00:00;902
2019/02/12 11:00:00;855
2019/02/12 12:00:00;884
2019/02/12 13:00:00;893
2019/02/12 14:00:00;846
2019/02/12 15:00:00;873
2019/02/12 16:00:00;840
2019/02/12 17:00:00;816
2019/02/12 18:00:00;204
2019/02/12 19:00:00;1021
2019/02/12 20:00:00;783
2019/02/12 21:00:00;153
2019/02/12 22:00:00;434
2019/02/12 23:00:00;398
2019/02/13 00:00:00;181
2019/02/13 01:00:00;654
2019/02/13 02:00:00;783
2019/02/13 03:00:00;820
2019/02/13 04:00:00;819
2019/02/13 05:00:00;790
2019/02/13 06:00:00;834
2019/02/13 07:00:00;783
2019/02/13 08:00:00;764
2019/02/13 09:00:00;604
2019/02/13 10:00:00;712
2019/02/13 11:00:00;151
2019/02/13 12:00:00;152
2019/02/13 13:00:00;151
2019/02/13 14:00:00;152
2019/02/13 15:00:00;151
2019/02/13 16:00:00;198
2019/02/13 17:00:00;674
2019/02/13 18:00:00;812
2019/02/13 19:00:00;318
2019/02/13 20:00:00;209
2019/02/13 21:00:00;184
2019/02/13 22:00:00;298
2019/02/13 23:00:00;841
2019/02/14 00:00:00;1453
2019/02/14 01:00:00;1008
2019/02/14 02:00:00;871
2019/02/14 03:00:00;863
2019/02/14 04:00:00;876
2019/02/14 05:00:00;833
2019/02/14 06:00:00;879
2019/02/14 07:00:00;841
2019/02/14 08:00:00;441
2019/02/14 09:00:00;151
2019/02/14 10:00:00;152
2019/02/14 11:00:00;151
2019/02/14 12:00:00;152
2019/02/14 13:00:00;156
2019/02/14 14:00:00;151
2019/02/14 15:00:00;150
2019/02/14 16:00:00;152
2019/02/14 17:00:00;196
2019/02/14 18:00:00;161
2019/02/14 19:00:00;153
2019/02/14 20:00:00;186
2019/02/14 21:00:00;167
2019/02/14 22:00:00;582
2019/02/14 23:00:00;364
2019/02/15 00:00:00;130
2019/02/15 01:00:00;107
2019/02/15 02:00:00;102
2019/02/15 03:00:00;100
2019/02/15 04:00:00;103
2019/02/15 05:00:00;99
2019/02/15 06:00:00;99
2019/02/15 07:00:00;98
2019/02/15 08:00:00;136
2019/02/15 09:00:00;800
2019/02/15 10:00:00;307
2019/02/15 11:00:00;250
2019/02/15 12:00:00;261
2019/02/15 13:00:00;245
2019/02/15 14:00:00;161
2019/02/15 15:00:00;518
2019/02/15 16:00:00;181
2019/02/15 17:00:00;170
2019/02/15 18:00:00;193
2019/02/15 19:00:00;177
2019/02/15 20:00:00;143
2019/02/15 21:00:00;121
2019/02/15 22:00:00;833
2019/02/15 23:00:00;563
2019/02/16 00:00:00;221
2019/02/16 01:00:00;121
2019/02/16 02:00:00;102
2019/02/16 03:00:00;100
2019/02/16 04:00:00;100
2019/02/16 05:00:00;100
2019/02/16 06:00:00;100
2019/02/16 07:00:00;100
2019/02/16 08:00:00;110
2019/02/16 09:00:00;690
2019/02/16 10:00:00;144
2019/02/16 11:00:00;143
2019/02/16 12:00:00;143
2019/02/16 13:00:00;143
2019/02/16 14:00:00;143
2019/02/16 15:00:00;102
2019/02/16 16:00:00;184
2019/02/16 17:00:00;436
2019/02/16 18:00:00;608
2019/02/16 19:00:00;711
2019/02/16 20:00:00;392
2019/02/16 21:00:00;165
2019/02/16 22:00:00;689
2019/02/16 23:00:00;339
2019/02/17 00:00:00;898
2019/02/17 01:00:00;868
2019/02/17 02:00:00;845
2019/02/17 03:00:00;886
2019/02/17 04:00:00;882
2019/02/17 05:00:00;870
2019/02/17 06:00:00;866
2019/02/17 07:00:00;861
2019/02/17 08:00:00;867
2019/02/17 09:00:00;867
2019/02/17 10:00:00;175
2019/02/17 11:00:00;252
2019/02/17 12:00:00;657
2019/02/17 13:00:00;99
2019/02/17 14:00:00;99
2019/02/17 15:00:00;151
2019/02/17 16:00:00;103
2019/02/17 17:00:00;99
2019/02/17 18:00:00;98
2019/02/17 19:00:00;834
2019/02/17 20:00:00;533
2019/02/17 21:00:00;943
2019/02/17 22:00:00;955
2019/02/17 23:00:00;813
2019/02/18 00:00:00;605
2019/02/18 01:00:00;138
2019/02/18 02:00:00;117
2019/02/18 03:00:00;99
2019/02/18 04:00:00;99
2019/02/18 05:00:00;100
2019/02/18 06:00:00;93
2019/02/18 07:00:00;99
2019/02/18 08:00:00;98
2019/02/18 09:00:00;171
2019/02/18 10:00:00;227
2019/02/18 11:00:00;418
2019/02/18 12:00:00;979
2019/02/18 13:00:00;385
2019/02/18 14:00:00;1010
2019/02/18 15:00:00;876
2019/02/18 16:00:00;661
2019/02/18 17:00:00;409
2019/02/18 18:00:00;226
2019/02/18 19:00:00;190
2019/02/18 20:00:00;121
2019/02/18 21:00:00;120
2019/02/18 22:00:00;113
2019/02/18 23:00:00;130
2019/02/19 00:00:00;192
2019/02/19 01:00:00;124
2019/02/19 02:00:00;101
2019/02/19 03:00:00;147
2019/02/19 04:00:00;116
2019/02/19 05:00:00;100
2019/02/19 06:00:00;99
2019/02/19 07:00:00;92
2019/02/19 08:00:00;100
2019/02/19 09:00:00;404
2019/02/19 10:00:00;226
2019/02/19 11:00:00;230
2019/02/19 12:00:00;428
2019/02/19 13:00:00;735
2019/02/19 14:00:00;257
2019/02/19 15:00:00;772
2019/02/19 16:00:00;648
2019/02/19 17:00:00;313
2019/02/19 18:00:00;739
2019/02/19 19:00:00;904
2019/02/19 20:00:00;416
2019/02/19 21:00:00;1558
2019/02/19 22:00:00;502
2019/02/19 23:00:00;648
2019/02/20 00:00:00;211
2019/02/20 01:00:00;548
2019/02/20 02:00:00;101
2019/02/20 03:00:00;156
2019/02/20 04:00:00;106
2019/02/20 05:00:00;100
2019/02/20 06:00:00;100
2019/02/20 07:00:00;99
2019/02/20 08:00:00;138
2019/02/20 09:00:00;432
2019/02/20 10:00:00;119
2019/02/20 11:00:00;244
2019/02/20 12:00:00;1169
2019/02/20 13:00:00;1107
2019/02/20 14:00:00;384
2019/02/20 15:00:00;307
2019/02/20 16:00:00;134
2019/02/20 17:00:00;180
2019/02/20 18:00:00;265
2019/02/20 19:00:00;254
2019/02/20 20:00:00;305
2019/02/20 21:00:00;369
2019/02/20 22:00:00;126
2019/02/20 23:00:00;103
2019/02/21 00:00:00;125
2019/02/21 01:00:00;176
2019/02/21 02:00:00;96
2019/02/21 03:00:00;101
2019/02/21 04:00:00;103
2019/02/21 05:00:00;101
2019/02/21 06:00:00;100
2019/02/21 07:00:00;163
2019/02/21 08:00:00;385
2019/02/21 09:00:00;282
2019/02/21 10:00:00;814
2019/02/21 11:00:00;291
2019/02/21 12:00:00;915
2019/02/21 13:00:00;345
2019/02/21 14:00:00;685
2019/02/21 15:00:00;502
2019/02/21 16:00:00;258
2019/02/21 17:00:00;161
2019/02/21 18:00:00;249
2019/02/21 19:00:00;493
2019/02/21 20:00:00;1487
2019/02/21 21:00:00;492
2019/02/21 22:00:00;364
2019/02/21 23:00:00;330
2019/02/22 00:00:00;1194
2019/02/22 01:00:00;165
2019/02/22 02:00:00;108
2019/02/22 03:00:00;104
2019/02/22 04:00:00;108
2019/02/22 05:00:00;104
2019/02/22 06:00:00;97
2019/02/22 07:00:00;105
2019/02/22 08:00:00;140
2019/02/22 09:00:00;168
2019/02/22 10:00:00;268
2019/02/22 11:00:00;222
2019/02/22 12:00:00;577
2019/02/22 13:00:00;607
2019/02/22 14:00:00;379
2019/02/22 15:00:00;216
2019/02/22 16:00:00;115
2019/02/22 17:00:00;294
2019/02/22 18:00:00;280
2019/02/22 19:00:00;909
2019/02/22 20:00:00;287
2019/02/22 21:00:00;203
2019/02/22 22:00:00;334
2019/02/22 23:00:00;376
2019/02/23 00:00:00;328
2019/02/23 01:00:00;426
2019/02/23 02:00:00;102
2019/02/23 03:00:00;104
2019/02/23 04:00:00;107
2019/02/23 05:00:00;147
2019/02/23 06:00:00;122
2019/02/23 07:00:00;103
2019/02/23 08:00:00;291
2019/02/23 09:00:00;482
2019/02/23 10:00:00;332
2019/02/23 11:00:00;393
2019/02/23 12:00:00;145
2019/02/23 13:00:00;150
2019/02/23 14:00:00;147
2019/02/23 15:00:00;105
2019/02/23 16:00:00;102
2019/02/23 17:00:00;105
2019/02/23 18:00:00;104
2019/02/23 19:00:00;181
2019/02/23 20:00:00;215
2019/02/23 21:00:00;256
2019/02/23 22:00:00;225
2019/02/23 23:00:00;206
2019/02/24 00:00:00;186
2019/02/24 01:00:00;113
2019/02/24 02:00:00;106
2019/02/24 03:00:00;105
2019/02/24 04:00:00;105
2019/02/24 05:00:00;104
2019/02/24 06:00:00;104
2019/02/24 07:00:00;101
2019/02/24 08:00:00;103
2019/02/24 09:00:00;104
2019/02/24 10:00:00;332
2019/02/24 11:00:00;267
2019/02/24 12:00:00;504
2019/02/24 13:00:00;139
2019/02/24 14:00:00;200
2019/02/24 15:00:00;189
2019/02/24 16:00:00;286
2019/02/24 17:00:00;166
2019/02/24 18:00:00;133
2019/02/24 19:00:00;115
2019/02/24 20:00:00;131
2019/02/24 21:00:00;354
2019/02/24 22:00:00;313
2019/02/24 23:00:00;281
2019/02/25 00:00:00;198
2019/02/25 01:00:00;116
2019/02/25 02:00:00;107
2019/02/25 03:00:00;108
2019/02/25 04:00:00;108
2019/02/25 05:00:00;105
2019/02/25 06:00:00;325
2019/02/25 07:00:00;147
2019/02/25 08:00:00;258
2019/02/25 09:00:00;155
2019/02/25 10:00:00;149
2019/02/25 11:00:00;147
2019/02/25 12:00:00;153
2019/02/25 13:00:00;154
2019/02/25 14:00:00;147
2019/02/25 15:00:00;151
2019/02/25 16:00:00;282
2019/02/25 17:00:00;1144
2019/02/25 18:00:00;826
2019/02/25 19:00:00;215
2019/02/25 20:00:00;153
2019/02/25 21:00:00;151
2019/02/25 22:00:00;168
2019/02/25 23:00:00;395
2019/02/26 00:00:00;253
2019/02/26 01:00:00;162
2019/02/26 02:00:00;152
2019/02/26 03:00:00;150
2019/02/26 04:00:00;149
2019/02/26 05:00:00;145
2019/02/26 06:00:00;150
2019/02/26 07:00:00;149
2019/02/26 08:00:00;215
2019/02/26 09:00:00;174
2019/02/26 10:00:00;149
2019/02/26 11:00:00;150
2019/02/26 12:00:00;142
2019/02/26 13:00:00;151
2019/02/26 14:00:00;149
2019/02/26 15:00:00;154
2019/02/26 16:00:00;149
2019/02/26 17:00:00;151
2019/02/26 18:00:00;149
2019/02/26 19:00:00;158
2019/02/26 20:00:00;159
2019/02/26 21:00:00;158
2019/02/26 22:00:00;372
2019/02/26 23:00:00;250
2019/02/27 00:00:00;193
2019/02/27 01:00:00;115
2019/02/27 02:00:00;106
2019/02/27 03:00:00;104
2019/02/27 04:00:00;105
2019/02/27 05:00:00;108
2019/02/27 06:00:00;105
2019/02/27 07:00:00;104
2019/02/27 08:00:00;195
2019/02/27 09:00:00;99
2019/02/27 10:00:00;150
2019/02/27 11:00:00;150
2019/02/27 12:00:00;148
2019/02/27 13:00:00;161
2019/02/27 14:00:00;152
2019/02/27 15:00:00;144
2019/02/27 16:00:00;154
2019/02/27 17:00:00;150
2019/02/27 18:00:00;145
2019/02/27 19:00:00;151
2019/02/27 20:00:00;150
2019/02/27 21:00:00;146
2019/02/27 22:00:00;154
2019/02/27 23:00:00;150
2019/02/28 00:00:00;149
2019/02/28 01:00:00;149
2019/02/28 02:00:00;150
2019/02/28 03:00:00;149
2019/02/28 04:00:00;149
2019/02/28 05:00:00;148
2019/02/28 06:00:00;148
2019/02/28 07:00:00;143
2019/02/28 08:00:00;147
2019/02/28 09:00:00;148
2019/02/28 10:00:00;148
2019/02/28 11:00:00;226
2019/02/28 12:00:00;163
2019/02/28 13:00:00;144
2019/02/28 14:00:00;121
2019/02/28 15:00:00;236
2019/02/28 16:00:00;226
2019/02/28 17:00:00;131
2019/02/28 18:00:00;106
2019/02/28 19:00:00;117
2019/02/28 20:00:00;106
2019/02/28 21:00:00;117
2019/02/28 22:00:00;111
2019/02/28 23:00:00;159
