date;value
2019/04/04 07:00:00;104
2019/04/04 08:00:00;134
2019/04/04 09:00:00;231
2019/04/04 10:00:00;213
2019/04/04 11:00:00;354
2019/04/04 12:00:00;350
2019/04/04 13:00:00;268
2019/04/04 14:00:00;257
2019/04/04 15:00:00;283
2019/04/04 16:00:00;224
2019/04/04 17:00:00;172
2019/04/04 18:00:00;219
2019/04/04 19:00:00;326
2019/04/04 20:00:00;304
2019/04/04 21:00:00;167
2019/04/04 22:00:00;119
2019/04/04 23:00:00;261
2019/04/05 00:00:00;218
2019/04/05 01:00:00;198
2019/04/05 02:00:00;177
2019/04/05 03:00:00;101
2019/04/05 04:00:00;102
2019/04/05 05:00:00;158
2019/04/05 06:00:00;103
2019/04/05 07:00:00;99
2019/04/05 08:00:00;131
2019/04/05 09:00:00;126
2019/04/05 10:00:00;385
2019/04/05 11:00:00;821
2019/04/05 12:00:00;842
2019/04/05 13:00:00;377
2019/04/05 14:00:00;683
2019/04/05 15:00:00;649
2019/04/05 16:00:00;1270
2019/04/05 17:00:00;1227
2019/04/05 18:00:00;444
2019/04/05 19:00:00;124
2019/04/05 20:00:00;168
2019/04/05 21:00:00;129
2019/04/05 22:00:00;178
2019/04/05 23:00:00;101
2019/04/06 00:00:00;102
2019/04/06 01:00:00;149
2019/04/06 02:00:00;197
2019/04/06 03:00:00;107
2019/04/06 04:00:00;102
2019/04/06 05:00:00;99
2019/04/06 06:00:00;97
2019/04/06 07:00:00;98
2019/04/06 08:00:00;98
2019/04/06 09:00:00;146
2019/04/06 10:00:00;178
2019/04/06 11:00:00;226
2019/04/06 12:00:00;106
2019/04/06 13:00:00;98
2019/04/06 14:00:00;96
2019/04/06 15:00:00;628
2019/04/06 16:00:00;731
2019/04/06 17:00:00;179
2019/04/06 18:00:00;529
2019/04/06 19:00:00;591
2019/04/06 20:00:00;647
2019/04/06 21:00:00;123
2019/04/06 22:00:00;277
2019/04/06 23:00:00;329
2019/04/07 00:00:00;376
2019/04/07 01:00:00;289
2019/04/07 02:00:00;212
2019/04/07 03:00:00;158
2019/04/07 04:00:00;171
2019/04/07 05:00:00;161
2019/04/07 06:00:00;109
2019/04/07 07:00:00;91
2019/04/07 08:00:00;101
2019/04/07 09:00:00;91
2019/04/07 10:00:00;205
2019/04/07 11:00:00;285
2019/04/07 12:00:00;182
2019/04/07 13:00:00;181
2019/04/07 14:00:00;109
2019/04/07 15:00:00;96
2019/04/07 16:00:00;321
2019/04/07 17:00:00;191
2019/04/07 18:00:00;194
2019/04/07 19:00:00;190
2019/04/07 20:00:00;204
2019/04/07 21:00:00;187
2019/04/07 22:00:00;200
2019/04/07 23:00:00;256
2019/04/08 00:00:00;332
2019/04/08 01:00:00;157
2019/04/08 02:00:00;108
2019/04/08 03:00:00;98
2019/04/08 04:00:00;104
2019/04/08 05:00:00;100
2019/04/08 06:00:00;102
2019/04/08 07:00:00;101
2019/04/08 08:00:00;141
2019/04/08 09:00:00;100
2019/04/08 10:00:00;101
2019/04/08 11:00:00;157
2019/04/08 12:00:00;253
2019/04/08 13:00:00;432
2019/04/08 14:00:00;568
2019/04/08 15:00:00;546
2019/04/08 16:00:00;436
2019/04/08 17:00:00;301
2019/04/08 18:00:00;236
2019/04/08 19:00:00;221
2019/04/08 20:00:00;296
2019/04/08 21:00:00;378
2019/04/08 22:00:00;1316
2019/04/08 23:00:00;789
2019/04/09 00:00:00;287
2019/04/09 01:00:00;121
2019/04/09 02:00:00;122
2019/04/09 03:00:00;99
2019/04/09 04:00:00;112
2019/04/09 05:00:00;103
2019/04/09 06:00:00;107
2019/04/09 07:00:00;105
2019/04/09 08:00:00;105
2019/04/09 09:00:00;235
2019/04/09 10:00:00;478
2019/04/09 11:00:00;294
2019/04/09 12:00:00;233
2019/04/09 13:00:00;210
2019/04/09 14:00:00;214
2019/04/09 15:00:00;207
2019/04/09 16:00:00;202
2019/04/09 17:00:00;877
2019/04/09 18:00:00;588
2019/04/09 19:00:00;344
2019/04/09 20:00:00;284
2019/04/09 21:00:00;145
2019/04/09 22:00:00;103
2019/04/09 23:00:00;185
2019/04/10 00:00:00;203
2019/04/10 01:00:00;247
2019/04/10 02:00:00;127
2019/04/10 03:00:00;98
2019/04/10 04:00:00;109
2019/04/10 05:00:00;94
2019/04/10 06:00:00;107
2019/04/10 07:00:00;95
2019/04/10 08:00:00;135
2019/04/10 09:00:00;97
2019/04/10 10:00:00;179
2019/04/10 11:00:00;232
2019/04/10 12:00:00;623
2019/04/10 13:00:00;597
2019/04/10 14:00:00;504
2019/04/10 15:00:00;1213
2019/04/10 16:00:00;715
2019/04/10 17:00:00;263
2019/04/10 18:00:00;171
2019/04/10 19:00:00;671
2019/04/10 20:00:00;207
2019/04/10 21:00:00;103
2019/04/10 22:00:00;186
2019/04/10 23:00:00;362
2019/04/11 00:00:00;763
2019/04/11 01:00:00;211
2019/04/11 02:00:00;203
2019/04/11 03:00:00;116
2019/04/11 04:00:00;100
2019/04/11 05:00:00;103
2019/04/11 06:00:00;102
2019/04/11 07:00:00;103
2019/04/11 08:00:00;131
2019/04/11 09:00:00;106
2019/04/11 10:00:00;230
2019/04/11 11:00:00;201
2019/04/11 12:00:00;188
2019/04/11 13:00:00;216
2019/04/11 14:00:00;267
2019/04/11 15:00:00;305
2019/04/11 16:00:00;612
2019/04/11 17:00:00;400
2019/04/11 18:00:00;302
2019/04/11 19:00:00;251
2019/04/11 20:00:00;212
2019/04/11 21:00:00;960
2019/04/11 22:00:00;750
2019/04/11 23:00:00;328
2019/04/12 00:00:00;193
2019/04/12 01:00:00;169
2019/04/12 02:00:00;108
2019/04/12 03:00:00;106
2019/04/12 04:00:00;104
2019/04/12 05:00:00;103
2019/04/12 06:00:00;102
2019/04/12 07:00:00;101
2019/04/12 08:00:00;141
2019/04/12 09:00:00;172
2019/04/12 10:00:00;166
2019/04/12 11:00:00;655
2019/04/12 12:00:00;387
2019/04/12 13:00:00;291
2019/04/12 14:00:00;361
2019/04/12 15:00:00;245
2019/04/12 16:00:00;242
2019/04/12 17:00:00;263
2019/04/12 18:00:00;135
2019/04/12 19:00:00;120
2019/04/12 20:00:00;123
2019/04/12 21:00:00;129
2019/04/12 22:00:00;391
2019/04/12 23:00:00;383
2019/04/13 00:00:00;332
2019/04/13 01:00:00;328
2019/04/13 02:00:00;224
2019/04/13 03:00:00;110
2019/04/13 04:00:00;106
2019/04/13 05:00:00;104
2019/04/13 06:00:00;103
2019/04/13 07:00:00;105
2019/04/13 08:00:00;103
2019/04/13 09:00:00;99
2019/04/13 10:00:00;103
2019/04/13 11:00:00;306
2019/04/13 12:00:00;203
2019/04/13 13:00:00;134
2019/04/13 14:00:00;102
2019/04/13 15:00:00;102
2019/04/13 16:00:00;102
2019/04/13 17:00:00;102
2019/04/13 18:00:00;101
2019/04/13 19:00:00;103
2019/04/13 20:00:00;102
2019/04/13 21:00:00;102
2019/04/13 22:00:00;103
2019/04/13 23:00:00;104
2019/04/14 00:00:00;101
2019/04/14 01:00:00;170
2019/04/14 02:00:00;128
2019/04/14 03:00:00;108
2019/04/14 04:00:00;105
2019/04/14 05:00:00;105
2019/04/14 06:00:00;104
2019/04/14 07:00:00;104
2019/04/14 08:00:00;104
2019/04/14 09:00:00;95
2019/04/14 10:00:00;115
2019/04/14 11:00:00;113
2019/04/14 12:00:00;353
2019/04/14 13:00:00;193
2019/04/14 14:00:00;180
2019/04/14 15:00:00;110
2019/04/14 16:00:00;104
2019/04/14 17:00:00;103
2019/04/14 18:00:00;103
2019/04/14 19:00:00;104
2019/04/14 20:00:00;214
2019/04/14 21:00:00;319
2019/04/14 22:00:00;308
2019/04/14 23:00:00;371
2019/04/15 00:00:00;1356
2019/04/15 01:00:00;1011
2019/04/15 02:00:00;254
2019/04/15 03:00:00;641
2019/04/15 04:00:00;107
2019/04/15 05:00:00;106
2019/04/15 06:00:00;105
2019/04/15 07:00:00;106
2019/04/15 08:00:00;162
2019/04/15 09:00:00;170
2019/04/15 10:00:00;109
2019/04/15 11:00:00;108
2019/04/15 12:00:00;110
2019/04/15 13:00:00;106
2019/04/15 14:00:00;106
2019/04/15 15:00:00;105
2019/04/15 16:00:00;104
2019/04/15 17:00:00;105
2019/04/15 18:00:00;103
2019/04/15 19:00:00;103
2019/04/15 20:00:00;161
2019/04/15 21:00:00;113
2019/04/15 22:00:00;200
2019/04/15 23:00:00;208
2019/04/16 00:00:00;209
2019/04/16 01:00:00;196
2019/04/16 02:00:00;111
2019/04/16 03:00:00;109
2019/04/16 04:00:00;108
2019/04/16 05:00:00;107
2019/04/16 06:00:00;105
2019/04/16 07:00:00;104
2019/04/16 08:00:00;103
2019/04/16 09:00:00;109
2019/04/16 10:00:00;151
2019/04/16 11:00:00;207
2019/04/16 12:00:00;170
2019/04/16 13:00:00;116
2019/04/16 14:00:00;105
2019/04/16 15:00:00;117
2019/04/16 16:00:00;105
2019/04/16 17:00:00;104
2019/04/16 18:00:00;105
2019/04/16 19:00:00;105
2019/04/16 20:00:00;105
2019/04/16 21:00:00;104
2019/04/16 22:00:00;104
2019/04/16 23:00:00;117
2019/04/17 00:00:00;103
2019/04/17 01:00:00;103
2019/04/17 02:00:00;103
2019/04/17 03:00:00;103
2019/04/17 04:00:00;104
2019/04/17 05:00:00;104
2019/04/17 06:00:00;104
2019/04/17 07:00:00;103
2019/04/17 08:00:00;103
2019/04/17 09:00:00;104
2019/04/17 10:00:00;103
2019/04/17 11:00:00;102
2019/04/17 12:00:00;103
2019/04/17 13:00:00;140
2019/04/17 14:00:00;127
2019/04/17 15:00:00;107
2019/04/17 16:00:00;105
2019/04/17 17:00:00;104
2019/04/17 18:00:00;104
2019/04/17 19:00:00;104
2019/04/17 20:00:00;104
2019/04/17 21:00:00;104
2019/04/17 22:00:00;103
2019/04/17 23:00:00;104
2019/04/18 00:00:00;104
2019/04/18 01:00:00;103
2019/04/18 02:00:00;104
2019/04/18 03:00:00;103
2019/04/18 04:00:00;103
2019/04/18 05:00:00;104
2019/04/18 06:00:00;104
2019/04/18 07:00:00;103
2019/04/18 08:00:00;102
2019/04/18 09:00:00;103
2019/04/18 10:00:00;102
2019/04/18 11:00:00;102
2019/04/18 12:00:00;102
2019/04/18 13:00:00;102
2019/04/18 14:00:00;102
2019/04/18 15:00:00;102
2019/04/18 16:00:00;102
2019/04/18 17:00:00;158
2019/04/18 18:00:00;108
2019/04/18 19:00:00;102
2019/04/18 20:00:00;103
2019/04/18 21:00:00;103
2019/04/18 22:00:00;102
2019/04/18 23:00:00;102
2019/04/19 00:00:00;102
2019/04/19 01:00:00;102
2019/04/19 02:00:00;102
2019/04/19 03:00:00;103
2019/04/19 04:00:00;103
2019/04/19 05:00:00;103
2019/04/19 06:00:00;102
2019/04/19 07:00:00;103
2019/04/19 08:00:00;102
2019/04/19 09:00:00;101
2019/04/19 10:00:00;103
2019/04/19 11:00:00;98
2019/04/19 12:00:00;101
2019/04/19 13:00:00;101
2019/04/19 14:00:00;100
2019/04/19 15:00:00;100
2019/04/19 16:00:00;100
2019/04/19 17:00:00;101
2019/04/19 18:00:00;102
2019/04/19 19:00:00;102
2019/04/19 20:00:00;101
2019/04/19 21:00:00;134
2019/04/19 22:00:00;139
2019/04/19 23:00:00;138
2019/04/20 00:00:00;138
2019/04/20 01:00:00;116
2019/04/20 02:00:00;105
2019/04/20 03:00:00;102
2019/04/20 04:00:00;102
2019/04/20 05:00:00;103
2019/04/20 06:00:00;102
2019/04/20 07:00:00;102
2019/04/20 08:00:00;143
2019/04/20 09:00:00;121
2019/04/20 10:00:00;102
2019/04/20 11:00:00;102
2019/04/20 12:00:00;101
2019/04/20 13:00:00;100
2019/04/20 14:00:00;94
2019/04/20 15:00:00;102
2019/04/20 16:00:00;103
2019/04/20 17:00:00;106
2019/04/20 18:00:00;102
2019/04/20 19:00:00;102
2019/04/20 20:00:00;101
2019/04/20 21:00:00;101
2019/04/20 22:00:00;94
2019/04/20 23:00:00;102
2019/04/21 00:00:00;101
2019/04/21 01:00:00;102
2019/04/21 02:00:00;101
2019/04/21 03:00:00;101
2019/04/21 04:00:00;102
2019/04/21 05:00:00;104
2019/04/21 06:00:00;102
2019/04/21 07:00:00;103
2019/04/21 08:00:00;102
2019/04/21 09:00:00;95
2019/04/21 10:00:00;103
2019/04/21 11:00:00;102
2019/04/21 12:00:00;101
2019/04/21 13:00:00;102
2019/04/21 14:00:00;102
2019/04/21 15:00:00;101
2019/04/21 16:00:00;102
2019/04/21 17:00:00;102
2019/04/21 18:00:00;100
2019/04/21 19:00:00;96
2019/04/21 20:00:00;102
2019/04/21 21:00:00;102
2019/04/21 22:00:00;104
2019/04/21 23:00:00;101
2019/04/22 00:00:00;101
2019/04/22 01:00:00;102
2019/04/22 02:00:00;101
2019/04/22 03:00:00;93
2019/04/22 04:00:00;102
2019/04/22 05:00:00;102
2019/04/22 06:00:00;101
2019/04/22 07:00:00;98
2019/04/22 08:00:00;100
2019/04/22 09:00:00;103
2019/04/22 10:00:00;152
2019/04/22 11:00:00;104
2019/04/22 12:00:00;104
2019/04/22 13:00:00;178
2019/04/22 14:00:00;132
2019/04/22 15:00:00;101
2019/04/22 16:00:00;102
2019/04/22 17:00:00;101
2019/04/22 18:00:00;103
2019/04/22 19:00:00;101
2019/04/22 20:00:00;101
2019/04/22 21:00:00;101
2019/04/22 22:00:00;99
2019/04/22 23:00:00;100
2019/04/23 00:00:00;93
2019/04/23 01:00:00;143
2019/04/23 02:00:00;201
2019/04/23 03:00:00;193
2019/04/23 04:00:00;109
2019/04/23 05:00:00;104
2019/04/23 06:00:00;103
2019/04/23 07:00:00;106
2019/04/23 08:00:00;125
2019/04/23 09:00:00;263
2019/04/23 10:00:00;301
2019/04/23 11:00:00;278
2019/04/23 12:00:00;713
2019/04/23 13:00:00;325
2019/04/23 14:00:00;243
2019/04/23 15:00:00;344
2019/04/23 16:00:00;273
2019/04/23 17:00:00;309
2019/04/23 18:00:00;246
2019/04/23 19:00:00;199
2019/04/23 20:00:00;213
2019/04/23 21:00:00;199
2019/04/23 22:00:00;635
2019/04/23 23:00:00;1885
2019/04/24 00:00:00;321
2019/04/24 01:00:00;223
2019/04/24 02:00:00;146
2019/04/24 03:00:00;134
2019/04/24 04:00:00;134
2019/04/24 05:00:00;133
2019/04/24 06:00:00;133
2019/04/24 07:00:00;132
2019/04/24 08:00:00;763
2019/04/24 09:00:00;333
2019/04/24 10:00:00;202
2019/04/24 11:00:00;235
2019/04/24 12:00:00;245
2019/04/24 13:00:00;358
2019/04/24 14:00:00;297
2019/04/24 15:00:00;609
2019/04/24 16:00:00;1743
2019/04/24 17:00:00;903
2019/04/24 18:00:00;573
2019/04/24 19:00:00;275
2019/04/24 20:00:00;347
2019/04/24 21:00:00;314
2019/04/24 22:00:00;687
2019/04/24 23:00:00;1103
2019/04/25 00:00:00;732
2019/04/25 01:00:00;104
2019/04/25 02:00:00;104
2019/04/25 03:00:00;103
2019/04/25 04:00:00;104
2019/04/25 05:00:00;96
2019/04/25 06:00:00;135
2019/04/25 07:00:00;137
2019/04/25 08:00:00;141
2019/04/25 09:00:00;915
2019/04/25 10:00:00;802
2019/04/25 11:00:00;275
2019/04/25 12:00:00;895
2019/04/25 13:00:00;382
2019/04/25 14:00:00;218
2019/04/25 15:00:00;751
2019/04/25 16:00:00;1643
2019/04/25 17:00:00;596
2019/04/25 18:00:00;808
2019/04/25 19:00:00;266
2019/04/25 20:00:00;219
2019/04/25 21:00:00;161
2019/04/25 22:00:00;926
2019/04/25 23:00:00;1254
2019/04/26 00:00:00;760
2019/04/26 01:00:00;111
2019/04/26 02:00:00;107
2019/04/26 03:00:00;161
2019/04/26 04:00:00;115
2019/04/26 05:00:00;106
2019/04/26 06:00:00;106
2019/04/26 07:00:00;104
2019/04/26 08:00:00;1645
2019/04/26 09:00:00;877
2019/04/26 10:00:00;780
2019/04/26 11:00:00;282
2019/04/26 12:00:00;251
2019/04/26 13:00:00;246
2019/04/26 14:00:00;307
2019/04/26 15:00:00;328
2019/04/26 16:00:00;267
2019/04/26 17:00:00;299
2019/04/26 18:00:00;255
2019/04/26 19:00:00;147
2019/04/26 20:00:00;157
2019/04/26 21:00:00;105
2019/04/26 22:00:00;104
2019/04/26 23:00:00;103
2019/04/27 00:00:00;104
2019/04/27 01:00:00;118
2019/04/27 02:00:00;164
2019/04/27 03:00:00;111
2019/04/27 04:00:00;105
2019/04/27 05:00:00;105
2019/04/27 06:00:00;105
2019/04/27 07:00:00;105
2019/04/27 08:00:00;104
2019/04/27 09:00:00;103
2019/04/27 10:00:00;133
2019/04/27 11:00:00;103
2019/04/27 12:00:00;144
2019/04/27 13:00:00;104
2019/04/27 14:00:00;104
2019/04/27 15:00:00;104
2019/04/27 16:00:00;104
2019/04/27 17:00:00;104
2019/04/27 18:00:00;104
2019/04/27 19:00:00;105
2019/04/27 20:00:00;106
2019/04/27 21:00:00;174
2019/04/27 22:00:00;112
2019/04/27 23:00:00;107
2019/04/28 00:00:00;106
2019/04/28 01:00:00;373
2019/04/28 02:00:00;158
2019/04/28 03:00:00;106
2019/04/28 04:00:00;104
2019/04/28 05:00:00;104
2019/04/28 06:00:00;104
2019/04/28 07:00:00;104
2019/04/28 08:00:00;104
2019/04/28 09:00:00;143
2019/04/28 10:00:00;206
2019/04/28 11:00:00;193
2019/04/28 12:00:00;132
2019/04/28 13:00:00;115
2019/04/28 14:00:00;104
2019/04/28 15:00:00;104
2019/04/28 16:00:00;157
2019/04/28 17:00:00;115
2019/04/28 18:00:00;107
2019/04/28 19:00:00;106
2019/04/28 20:00:00;118
2019/04/28 21:00:00;846
2019/04/28 22:00:00;428
2019/04/28 23:00:00;218
2019/04/29 00:00:00;185
2019/04/29 01:00:00;109
2019/04/29 02:00:00;115
2019/04/29 03:00:00;156
2019/04/29 04:00:00;107
2019/04/29 05:00:00;157
2019/04/29 06:00:00;171
2019/04/29 07:00:00;105
2019/04/29 08:00:00;133
2019/04/29 09:00:00;105
2019/04/29 10:00:00;399
2019/04/29 11:00:00;255
2019/04/29 12:00:00;252
2019/04/29 13:00:00;294
2019/04/29 14:00:00;270
2019/04/29 15:00:00;328
2019/04/29 16:00:00;312
2019/04/29 17:00:00;234
2019/04/29 18:00:00;275
2019/04/29 19:00:00;338
2019/04/29 20:00:00;398
2019/04/29 21:00:00;161
2019/04/29 22:00:00;224
2019/04/29 23:00:00;228
2019/04/30 00:00:00;283
2019/04/30 01:00:00;168
2019/04/30 02:00:00;154
2019/04/30 03:00:00;170
2019/04/30 04:00:00;169
2019/04/30 05:00:00;168
2019/04/30 06:00:00;167
2019/04/30 07:00:00;166
2019/04/30 08:00:00;192
2019/04/30 09:00:00;220
2019/04/30 10:00:00;1059
2019/04/30 11:00:00;555
2019/04/30 12:00:00;529
2019/04/30 13:00:00;280
2019/04/30 14:00:00;303
2019/04/30 15:00:00;311
2019/04/30 16:00:00;248
2019/04/30 17:00:00;252
2019/04/30 18:00:00;315
2019/04/30 19:00:00;168
2019/04/30 20:00:00;113
2019/04/30 21:00:00;205
2019/04/30 22:00:00;307
2019/04/30 23:00:00;225
