date;value
2019/03/09 12:00:00;111
2019/03/09 13:00:00;168
2019/03/09 14:00:00;157
2019/03/09 15:00:00;106
2019/03/09 16:00:00;104
2019/03/09 17:00:00;105
2019/03/09 18:00:00;104
2019/03/09 19:00:00;103
2019/03/09 20:00:00;95
2019/03/09 21:00:00;340
2019/03/09 22:00:00;378
2019/03/09 23:00:00;358
2019/03/10 00:00:00;338
2019/03/10 01:00:00;332
2019/03/10 02:00:00;335
2019/03/10 03:00:00;330
2019/03/10 04:00:00;120
2019/03/10 05:00:00;104
2019/03/10 06:00:00;105
2019/03/10 07:00:00;120
2019/03/10 08:00:00;150
2019/03/10 09:00:00;149
2019/03/10 10:00:00;130
2019/03/10 11:00:00;250
2019/03/10 12:00:00;279
2019/03/10 13:00:00;231
2019/03/10 14:00:00;169
2019/03/10 15:00:00;101
2019/03/10 16:00:00;102
2019/03/10 17:00:00;100
2019/03/10 18:00:00;100
2019/03/10 19:00:00;100
2019/03/10 20:00:00;133
2019/03/10 21:00:00;200
2019/03/10 22:00:00;190
2019/03/10 23:00:00;236
2019/03/11 00:00:00;267
2019/03/11 01:00:00;245
2019/03/11 02:00:00;170
2019/03/11 03:00:00;108
2019/03/11 04:00:00;101
2019/03/11 05:00:00;102
2019/03/11 06:00:00;103
2019/03/11 07:00:00;121
2019/03/11 08:00:00;201
2019/03/11 09:00:00;105
2019/03/11 10:00:00;148
2019/03/11 11:00:00;147
2019/03/11 12:00:00;148
2019/03/11 13:00:00;153
2019/03/11 14:00:00;151
2019/03/11 15:00:00;155
2019/03/11 16:00:00;148
2019/03/11 17:00:00;148
2019/03/11 18:00:00;192
2019/03/11 19:00:00;187
2019/03/11 20:00:00;168
2019/03/11 21:00:00;150
2019/03/11 22:00:00;145
2019/03/11 23:00:00;146
2019/03/12 00:00:00;151
2019/03/12 01:00:00;152
2019/03/12 02:00:00;155
2019/03/12 03:00:00;102
2019/03/12 04:00:00;103
2019/03/12 05:00:00;102
2019/03/12 06:00:00;102
2019/03/12 07:00:00;101
2019/03/12 08:00:00;101
2019/03/12 09:00:00;101
2019/03/12 10:00:00;145
2019/03/12 11:00:00;147
2019/03/12 12:00:00;156
2019/03/12 13:00:00;146
2019/03/12 14:00:00;146
2019/03/12 15:00:00;145
2019/03/12 16:00:00;146
2019/03/12 17:00:00;149
2019/03/12 18:00:00;146
2019/03/12 19:00:00;203
2019/03/12 20:00:00;159
2019/03/12 21:00:00;107
2019/03/12 22:00:00;100
2019/03/12 23:00:00;100
2019/03/13 00:00:00;177
2019/03/13 01:00:00;158
2019/03/13 02:00:00;102
2019/03/13 03:00:00;103
2019/03/13 04:00:00;101
2019/03/13 05:00:00;102
2019/03/13 06:00:00;101
2019/03/13 07:00:00;101
2019/03/13 08:00:00;124
2019/03/13 09:00:00;176
2019/03/13 10:00:00;223
2019/03/13 11:00:00;290
2019/03/13 12:00:00;236
2019/03/13 13:00:00;231
2019/03/13 14:00:00;230
2019/03/13 15:00:00;229
2019/03/13 16:00:00;168
2019/03/13 17:00:00;252
2019/03/13 18:00:00;233
2019/03/13 19:00:00;233
2019/03/13 20:00:00;844
2019/03/13 21:00:00;466
2019/03/13 22:00:00;336
2019/03/13 23:00:00;277
2019/03/14 00:00:00;117
2019/03/14 01:00:00;107
2019/03/14 02:00:00;105
2019/03/14 03:00:00;103
2019/03/14 04:00:00;101
2019/03/14 05:00:00;101
2019/03/14 06:00:00;200
2019/03/14 07:00:00;145
2019/03/14 08:00:00;177
2019/03/14 09:00:00;147
2019/03/14 10:00:00;149
2019/03/14 11:00:00;151
2019/03/14 12:00:00;149
2019/03/14 13:00:00;148
2019/03/14 14:00:00;153
2019/03/14 15:00:00;151
2019/03/14 16:00:00;147
2019/03/14 17:00:00;146
2019/03/14 18:00:00;148
2019/03/14 19:00:00;147
2019/03/14 20:00:00;579
2019/03/14 21:00:00;782
2019/03/14 22:00:00;726
2019/03/14 23:00:00;315
2019/03/15 00:00:00;179
2019/03/15 01:00:00;110
2019/03/15 02:00:00;104
2019/03/15 03:00:00;103
2019/03/15 04:00:00;102
2019/03/15 05:00:00;101
2019/03/15 06:00:00;100
2019/03/15 07:00:00;102
2019/03/15 08:00:00;127
2019/03/15 09:00:00;103
2019/03/15 10:00:00;139
2019/03/15 11:00:00;261
2019/03/15 12:00:00;778
2019/03/15 13:00:00;498
2019/03/15 14:00:00;332
2019/03/15 15:00:00;255
2019/03/15 16:00:00;299
2019/03/15 17:00:00;230
2019/03/15 18:00:00;240
2019/03/15 19:00:00;257
2019/03/15 20:00:00;320
2019/03/15 21:00:00;219
2019/03/15 22:00:00;175
2019/03/15 23:00:00;114
2019/03/16 00:00:00;106
2019/03/16 01:00:00;116
2019/03/16 02:00:00;122
2019/03/16 03:00:00;106
2019/03/16 04:00:00;105
2019/03/16 05:00:00;104
2019/03/16 06:00:00;103
2019/03/16 07:00:00;104
2019/03/16 08:00:00;103
2019/03/16 09:00:00;102
2019/03/16 10:00:00;181
2019/03/16 11:00:00;220
2019/03/16 12:00:00;109
2019/03/16 13:00:00;102
2019/03/16 14:00:00;102
2019/03/16 15:00:00;101
2019/03/16 16:00:00;102
2019/03/16 17:00:00;102
2019/03/16 18:00:00;102
2019/03/16 19:00:00;104
2019/03/16 20:00:00;118
2019/03/16 21:00:00;185
2019/03/16 22:00:00;391
2019/03/16 23:00:00;126
2019/03/17 00:00:00;115
2019/03/17 01:00:00;124
2019/03/17 02:00:00;166
2019/03/17 03:00:00;105
2019/03/17 04:00:00;105
2019/03/17 05:00:00;103
2019/03/17 06:00:00;102
2019/03/17 07:00:00;103
2019/03/17 08:00:00;102
2019/03/17 09:00:00;101
2019/03/17 10:00:00;154
2019/03/17 11:00:00;146
2019/03/17 12:00:00;564
2019/03/17 13:00:00;366
2019/03/17 14:00:00;329
2019/03/17 15:00:00;195
2019/03/17 16:00:00;664
2019/03/17 17:00:00;333
2019/03/17 18:00:00;243
2019/03/17 19:00:00;246
2019/03/17 20:00:00;234
2019/03/17 21:00:00;153
2019/03/17 22:00:00;214
2019/03/17 23:00:00;310
2019/03/18 00:00:00;224
2019/03/18 01:00:00;152
2019/03/18 02:00:00;148
2019/03/18 03:00:00;148
2019/03/18 04:00:00;149
2019/03/18 05:00:00;149
2019/03/18 06:00:00;148
2019/03/18 07:00:00;149
2019/03/18 08:00:00;173
2019/03/18 09:00:00;206
2019/03/18 10:00:00;148
2019/03/18 11:00:00;146
2019/03/18 12:00:00;147
2019/03/18 13:00:00;147
2019/03/18 14:00:00;146
2019/03/18 15:00:00;146
2019/03/18 16:00:00;922
2019/03/18 17:00:00;685
2019/03/18 18:00:00;325
2019/03/18 19:00:00;215
2019/03/18 20:00:00;163
2019/03/18 21:00:00;231
2019/03/18 22:00:00;239
2019/03/18 23:00:00;279
2019/03/19 00:00:00;206
2019/03/19 01:00:00;158
2019/03/19 02:00:00;149
2019/03/19 03:00:00;150
2019/03/19 04:00:00;151
2019/03/19 05:00:00;150
2019/03/19 06:00:00;195
2019/03/19 07:00:00;166
2019/03/19 08:00:00;187
2019/03/19 09:00:00;147
2019/03/19 10:00:00;147
2019/03/19 11:00:00;159
2019/03/19 12:00:00;147
2019/03/19 13:00:00;147
2019/03/19 14:00:00;146
2019/03/19 15:00:00;147
2019/03/19 16:00:00;150
2019/03/19 17:00:00;149
2019/03/19 18:00:00;148
2019/03/19 19:00:00;177
2019/03/19 20:00:00;206
2019/03/19 21:00:00;241
2019/03/19 22:00:00;523
2019/03/19 23:00:00;706
2019/03/20 00:00:00;189
2019/03/20 01:00:00;101
2019/03/20 02:00:00;102
2019/03/20 03:00:00;101
2019/03/20 04:00:00;101
2019/03/20 05:00:00;118
2019/03/20 06:00:00;143
2019/03/20 07:00:00;101
2019/03/20 08:00:00;101
2019/03/20 09:00:00;125
2019/03/20 10:00:00;526
2019/03/20 11:00:00;171
2019/03/20 12:00:00;146
2019/03/20 13:00:00;147
2019/03/20 14:00:00;150
2019/03/20 15:00:00;740
2019/03/20 16:00:00;594
2019/03/20 17:00:00;434
2019/03/20 18:00:00;153
2019/03/20 19:00:00;149
2019/03/20 20:00:00;148
2019/03/20 21:00:00;157
2019/03/20 22:00:00;283
2019/03/20 23:00:00;545
2019/03/21 00:00:00;186
2019/03/21 01:00:00;115
2019/03/21 02:00:00;103
2019/03/21 03:00:00;102
2019/03/21 04:00:00;153
2019/03/21 05:00:00;107
2019/03/21 06:00:00;102
2019/03/21 07:00:00;102
2019/03/21 08:00:00;409
2019/03/21 09:00:00;127
2019/03/21 10:00:00;146
2019/03/21 11:00:00;170
2019/03/21 12:00:00;148
2019/03/21 13:00:00;149
2019/03/21 14:00:00;147
2019/03/21 15:00:00;146
2019/03/21 16:00:00;147
2019/03/21 17:00:00;167
2019/03/21 18:00:00;211
2019/03/21 19:00:00;182
2019/03/21 20:00:00;166
2019/03/21 21:00:00;266
2019/03/21 22:00:00;153
2019/03/21 23:00:00;99
2019/03/22 00:00:00;145
2019/03/22 01:00:00;117
2019/03/22 02:00:00;102
2019/03/22 03:00:00;100
2019/03/22 04:00:00;100
2019/03/22 05:00:00;99
2019/03/22 06:00:00;100
2019/03/22 07:00:00;101
2019/03/22 08:00:00;100
2019/03/22 09:00:00;100
2019/03/22 10:00:00;197
2019/03/22 11:00:00;179
2019/03/22 12:00:00;148
2019/03/22 13:00:00;164
2019/03/22 14:00:00;1418
2019/03/22 15:00:00;632
2019/03/22 16:00:00;211
2019/03/22 17:00:00;189
2019/03/22 18:00:00;137
2019/03/22 19:00:00;131
2019/03/22 20:00:00;130
2019/03/22 21:00:00;169
2019/03/22 22:00:00;402
2019/03/22 23:00:00;407
2019/03/23 00:00:00;377
2019/03/23 01:00:00;421
2019/03/23 02:00:00;243
2019/03/23 03:00:00;205
2019/03/23 04:00:00;115
2019/03/23 05:00:00;109
2019/03/23 06:00:00;108
2019/03/23 07:00:00;107
2019/03/23 08:00:00;105
2019/03/23 09:00:00;232
2019/03/23 10:00:00;263
2019/03/23 11:00:00;273
2019/03/23 12:00:00;235
2019/03/23 13:00:00;229
2019/03/23 14:00:00;149
2019/03/23 15:00:00;166
2019/03/23 16:00:00;101
2019/03/23 17:00:00;147
2019/03/23 18:00:00;102
2019/03/23 19:00:00;156
2019/03/23 20:00:00;231
2019/03/23 21:00:00;196
2019/03/23 22:00:00;112
2019/03/23 23:00:00;815
2019/03/24 00:00:00;200
2019/03/24 01:00:00;107
2019/03/24 02:00:00;106
2019/03/24 03:00:00;106
2019/03/24 04:00:00;105
2019/03/24 05:00:00;106
2019/03/24 06:00:00;106
2019/03/24 07:00:00;106
2019/03/24 08:00:00;105
2019/03/24 09:00:00;103
2019/03/24 10:00:00;106
2019/03/24 11:00:00;273
2019/03/24 12:00:00;108
2019/03/24 13:00:00;167
2019/03/24 14:00:00;241
2019/03/24 15:00:00;167
2019/03/24 16:00:00;103
2019/03/24 17:00:00;220
2019/03/24 18:00:00;236
2019/03/24 19:00:00;200
2019/03/24 20:00:00;543
2019/03/24 21:00:00;781
2019/03/24 22:00:00;654
2019/03/24 23:00:00;223
2019/03/25 00:00:00;244
2019/03/25 01:00:00;153
2019/03/25 02:00:00;209
2019/03/25 03:00:00;131
2019/03/25 04:00:00;104
2019/03/25 05:00:00;103
2019/03/25 06:00:00;103
2019/03/25 07:00:00;103
2019/03/25 08:00:00;195
2019/03/25 09:00:00;141
2019/03/25 10:00:00;214
2019/03/25 11:00:00;226
2019/03/25 12:00:00;219
2019/03/25 13:00:00;292
2019/03/25 14:00:00;905
2019/03/25 15:00:00;290
2019/03/25 16:00:00;220
2019/03/25 17:00:00;264
2019/03/25 18:00:00;236
2019/03/25 19:00:00;230
2019/03/25 20:00:00;218
2019/03/25 21:00:00;103
2019/03/25 22:00:00;256
2019/03/25 23:00:00;242
2019/03/26 00:00:00;167
2019/03/26 01:00:00;131
2019/03/26 02:00:00;110
2019/03/26 03:00:00;108
2019/03/26 04:00:00;106
2019/03/26 05:00:00;103
2019/03/26 06:00:00;102
2019/03/26 07:00:00;102
2019/03/26 08:00:00;125
2019/03/26 09:00:00;103
2019/03/26 10:00:00;140
2019/03/26 11:00:00;232
2019/03/26 12:00:00;227
2019/03/26 13:00:00;228
2019/03/26 14:00:00;226
2019/03/26 15:00:00;227
2019/03/26 16:00:00;152
2019/03/26 17:00:00;372
2019/03/26 18:00:00;241
2019/03/26 19:00:00;225
2019/03/26 20:00:00;264
2019/03/26 21:00:00;221
2019/03/26 22:00:00;160
2019/03/26 23:00:00;249
2019/03/27 00:00:00;272
2019/03/27 01:00:00;256
2019/03/27 02:00:00;133
2019/03/27 03:00:00;143
2019/03/27 04:00:00;122
2019/03/27 05:00:00;106
2019/03/27 06:00:00;104
2019/03/27 07:00:00;103
2019/03/27 08:00:00;134
2019/03/27 09:00:00;102
2019/03/27 10:00:00;175
2019/03/27 11:00:00;238
2019/03/27 12:00:00;230
2019/03/27 13:00:00;213
2019/03/27 14:00:00;246
2019/03/27 15:00:00;230
2019/03/27 16:00:00;232
2019/03/27 17:00:00;194
2019/03/27 18:00:00;282
2019/03/27 19:00:00;270
2019/03/27 20:00:00;297
2019/03/27 21:00:00;413
2019/03/27 22:00:00;421
2019/03/27 23:00:00;433
2019/03/28 00:00:00;440
2019/03/28 01:00:00;375
2019/03/28 02:00:00;366
2019/03/28 03:00:00;209
2019/03/28 04:00:00;413
2019/03/28 05:00:00;391
2019/03/28 06:00:00;125
2019/03/28 07:00:00;106
2019/03/28 08:00:00;134
2019/03/28 09:00:00;103
2019/03/28 10:00:00;105
2019/03/28 11:00:00;237
2019/03/28 12:00:00;307
2019/03/28 13:00:00;242
2019/03/28 14:00:00;236
2019/03/28 15:00:00;247
2019/03/28 16:00:00;157
2019/03/28 17:00:00;241
2019/03/28 18:00:00;329
2019/03/28 19:00:00;257
2019/03/28 20:00:00;306
2019/03/28 21:00:00;960
2019/03/28 22:00:00;538
2019/03/28 23:00:00;589
2019/03/29 00:00:00;156
2019/03/29 01:00:00;114
2019/03/29 02:00:00;106
2019/03/29 03:00:00;106
2019/03/29 04:00:00;105
2019/03/29 05:00:00;106
2019/03/29 06:00:00;104
2019/03/29 07:00:00;103
2019/03/29 08:00:00;103
2019/03/29 09:00:00;206
2019/03/29 10:00:00;297
2019/03/29 11:00:00;412
2019/03/29 12:00:00;246
2019/03/29 13:00:00;269
2019/03/29 14:00:00;308
2019/03/29 15:00:00;283
2019/03/29 16:00:00;273
2019/03/29 17:00:00;231
2019/03/29 18:00:00;261
2019/03/29 19:00:00;323
2019/03/29 20:00:00;264
2019/03/29 21:00:00;217
2019/03/29 22:00:00;968
2019/03/29 23:00:00;293
2019/03/30 00:00:00;233
2019/03/30 01:00:00;137
2019/03/30 02:00:00;100
2019/03/30 03:00:00;101
2019/03/30 04:00:00;101
2019/03/30 05:00:00;150
2019/03/30 06:00:00;109
2019/03/30 07:00:00;98
2019/03/30 08:00:00;98
2019/03/30 09:00:00;108
2019/03/30 10:00:00;219
2019/03/30 11:00:00;138
2019/03/30 12:00:00;97
2019/03/30 13:00:00;97
2019/03/30 14:00:00;96
2019/03/30 15:00:00;110
2019/03/30 16:00:00;96
2019/03/30 17:00:00;96
2019/03/30 18:00:00;96
2019/03/30 19:00:00;99
2019/03/30 20:00:00;98
2019/03/30 21:00:00;97
2019/03/30 22:00:00;96
2019/03/30 23:00:00;98
2019/03/31 00:00:00;97
2019/03/31 01:00:00;98
2019/03/31 03:00:00;98
2019/03/31 04:00:00;170
2019/03/31 05:00:00;106
2019/03/31 06:00:00;98
2019/03/31 07:00:00;99
2019/03/31 08:00:00;97
2019/03/31 09:00:00;98
2019/03/31 10:00:00;98
2019/03/31 11:00:00;97
2019/03/31 12:00:00;97
2019/03/31 13:00:00;98
2019/03/31 14:00:00;180
2019/03/31 15:00:00;201
2019/03/31 16:00:00;257
2019/03/31 17:00:00;207
2019/03/31 18:00:00;198
2019/03/31 19:00:00;189
2019/03/31 20:00:00;214
2019/03/31 21:00:00;164
2019/03/31 22:00:00;198
2019/03/31 23:00:00;206
